"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 1 4 7 "GO:0001970" "positive regulation of activation of membrane attack complex" 1
0 1 4 31 "GO:0001973;GO:0035588" "G protein-coupled purinergic receptor signaling pathway" 1
0 0.806411883692739 3 105 "GO:0001974" "blood vessel remodeling" 1
0 0.989796608839229 2 110 "GO:0001975" "response to amphetamine" 1
0 1 2 49 "GO:0001976" "nervous system process involved in regulation of systemic arterial blood pressure" 1
0 1 3 41 "GO:0001977;GO:0003093" "renal system process involved in regulation of blood volume" 1
0 1 2 18 "GO:0001978;GO:0003025" "regulation of systemic arterial blood pressure by baroreceptor feedback" 1
0 1 2 12 "GO:0001980" "regulation of systemic arterial blood pressure by ischemic conditions" 1
0 1 5 8 "GO:0001982" "baroreceptor response to decreased systemic arterial blood pressure" 1
0 1 5 8 "GO:0001983" "baroreceptor response to increased systemic arterial blood pressure" 1
0 0.987427122736022 5 105 "GO:0001990;GO:0003044" "regulation of systemic arterial blood pressure mediated by a chemical signal" 1
0 1 3 27 "GO:0001991" "regulation of systemic arterial blood pressure by circulatory renin-angiotensin" 1
0 1 2 12 "GO:0001992" "regulation of systemic arterial blood pressure by vasopressin" 1
0 1 4 24 "GO:0001993;GO:0003321" "regulation of systemic arterial blood pressure by norepinephrine-epinephrine" 1
0 1 2 12 "GO:0001994" "norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure" 1
0 1 5 13 "GO:0001996" "positive regulation of heart rate by epinephrine-norepinephrine" 1
0 1 4 14 "GO:0001997;GO:0003099" "positive regulation of the force of heart contraction by chemical signal" 1
